t_vec,mach,alt,q_conv,q_net,T_recovery,T_wall:x=0.0000,T_wall:x=0.0010,T_wall:x=0.0020,T_wall:x=0.0030,T_wall:x=0.0040,T_wall:x=0.0050,T_wall:x=0.0060,T_wall:x=0.0070,T_wall:x=0.0080,T_wall:x=0.0090,T_wall:x=0.0100
8.525,2.3420602199999996,23003.223,24941.135500812114,24928.477846954687,438.5678222100968,292.81882846327676,292.6457494644666,292.4502414502348,292.2338929353002,291.998489116601,291.7459953866203,291.47853916686313,291.1983900306207,290.90793829862633,290.60967241303496,290.30615530582253
8.53,2.34119922,23015.073,24874.41712086249,24861.796900110683,438.43059257376945,292.81061145981624,292.63800796815497,292.4430482383933,292.2273158938636,291.99259044103883,291.7408310021282,291.474158137901,291.19483403382304,290.905241201134,290.6078599254136,290.30524471726454
8.535,2.3403392,23026.908300000003,24808.35136505788,24795.768454428784,438.2962498768093,292.80242076411656,292.6302915913305,292.4358784577504,292.2207603195306,291.9867110683612,291.73568355250046,291.46979149385527,291.19128972645274,290.9025529777828,290.60605340525075,290.3043371279328
8.540000000000001,2.3394792,23038.743300000002,24742.330454641316,24729.784726908103,438.16120325262045,292.7942573146274,292.6226001614103,292.42873201310994,292.21422614322734,291.9808509282251,291.7305529749438,291.4654391844917,291.1877570671611,290.89987359702684,290.60425283130223,290.3034325271295
8.545,2.33862018,23050.568499999998,24675.996404877198,24663.487736037747,438.02283352294694,292.7861204101541,292.61493391600084,292.42160879158166,292.20771328642553,291.9750099533313,291.7254392083939,291.461101158308,291.1842360149161,290.8972030274923,290.60245818240827,290.30253090420916
8.55,2.3377611799999998,23062.393500000002,24610.592015626098,24598.12028679553,437.889560966044,292.77800893365867,292.60729264770055,292.41450881311135,292.20122166261257,291.9691880746569,291.72034219293465,291.4567773641155,291.18072652840544,290.8945412379973,290.6006694375128,290.3016322485716
8.555,2.3369037340265972,23074.207542245775,24544.96341568676,24532.528499969823,437.7534811733766,292.7699246506969,292.59967591361203,292.4074319824299,292.19475122805716,291.9633852202856,291.7152618685192,291.452467751122,291.17722856640444,290.89188819735836,290.59888657567365,290.30073654966645
8.56,2.336046319768023,23086.021360863913,24479.321452232096,24466.92322905477,437.61631303964015,292.7618661797288,292.59208415308325,292.40037810207104,292.1883019115112,291.957601332126,291.71019817419807,291.4481722686433,291.1737420878519,290.889243874461,290.5971095760005,290.299843796998
8.565,2.3351898013,23097.831438,24414.47533030188,24402.11368056382,437.48325377408,292.75383320349545,292.584516957173,292.3933472379332,292.18187360270286,291.9518363465592,291.7051510535514,291.44389086577354,291.1702670517984,290.8866082382866,290.595338417662,290.2989539801055
8.57,2.3343333012999996,23109.641438000002,24349.249011161388,24336.923809765754,437.3466964475688,292.7458270455604,292.57697411247807,292.38633923121523,292.1754662682689,291.94609018634856,291.70012044957775,291.4396234931401,291.16680341728573,290.883981257905,290.59357307988995,290.2980670885594
8.575000000000001,2.3334787609,23121.436741000005,24284.507353740668,24272.218483075045,437.21190249273155,292.7378460683469,292.56945595493397,292.3793539475654,292.1690798164074,291.9403627963849,291.6951063009246,291.4353701016417,291.1633511439125,290.8813629024323,290.5918135419772,290.2971831119613
8.58,2.3326242609,23133.231741,24219.723731282684,24207.471069980125,437.0758367362056,292.72989110295157,292.5619619769855,292.3723914296404,292.16271415329487,291.93465410673934,291.69010855262275,291.4311306409511,291.1599101915596,290.87875314121203,290.59005978326223,290.29630203994395
8.585,2.3317702508,23145.016943000002,24155.54108165378,24143.324511650546,436.94254582481204,292.7219614299887,292.554492323029,292.3654514830815,292.15636924046197,291.9289640443991,291.6851271461419,291.4269050626624,291.1564805198506,290.8761519437716,290.5883117831867,290.2954238621652
8.59,2.3309162508,23156.801943,24091.174280184892,24078.99367931518,436.8070468954421,292.71405795704186,292.5470467223987,292.3585340842591,292.15004497371046,291.923292553273,291.68016202144753,291.4226933176465,291.1530620890561,290.873559279642,290.5865695212966,290.2945485683263
8.595,2.3300632306,23168.582044,24026.996651589518,24014.851902821396,436.67164646723154,292.706179562312,292.53962539637376,292.3516390964691,292.1437412932553,291.91763955930435,291.6752131236302,291.41849535625465,291.1496548593985,290.8709751186145,290.58483297718624,290.29367614817824
8.6,2.3292102306,23180.362043999998,23963.52799100954,23951.418976823043,436.5399990179079,292.6983263591687,292.5322279791028,292.3447665331163,292.1374581078364,291.91200499997115,291.6702803929876,291.41431113042944,291.14625879099583,290.86839943056145,290.58310213057206,290.2928065915037
8.605,2.3283587837216277,23192.126194380562,23899.8504225908,23887.77702084267,436.4055432738312,292.6904993698867,292.5248544010424,292.33791624057744,292.1311953722383,291.90638880380556,291.66536377286326,291.41014059091594,291.1428738445112,290.865832185386,290.5813769612471,290.2919398881375
8.61,2.3275073688631136,23203.8900179982,23836.445971600155,23824.408065870248,436.2719335218684,292.68269734281955,292.5175049404756,292.3310881316675,292.12495299476717,291.9007909135131,291.6604632040433,291.40598368932785,291.13949998037367,290.8632733532157,290.5796574490569,290.29107602795716
8.615,2.3266573399999997,23215.650096000005,23772.90866102163,23760.906133676774,436.1362666678654,292.6749205506453,292.5101792214786,292.32428224378845,292.1187308971583,291.8952112592637,291.6555786317136,291.40184037658423,291.13613715931706,290.86072290418474,290.57794357395534,290.2902150008714
8.620000000000001,2.32580734,23227.410096000007,23710.082072391193,23698.114809420487,436.0044005218466,292.66716820309824,292.5028772346577,292.31749843175766,292.1125290439813,291.88964977349883,291.6507099978558,291.397710605013,291.1327853419322,290.8581808085721,290.57623531594294,290.289356796836
8.625,2.3249578298,23239.160300000003,23646.85524766433,23634.92312952194,435.86863795184183,292.6594415229557,292.4955986542288,292.31073663514235,292.10634735083494,291.88410640304204,291.64585724473005,291.393594326223,291.12944448930193,290.8556470366683,290.57453265510094,290.2885014058374
8.63,2.3241083298,23250.910300000003,23584.403264393422,23572.506178873875,435.73712640179406,292.6517389023624,292.48834378048946,292.3039966936495,292.10018575236836,291.87858108236435,291.6410203193982,291.3894914918663,291.126114562417,290.8531215589651,290.57283557155006,290.2876488178996
8.635,2.3232607890000003,23262.645606,23521.974831541178,23510.11265973725,435.6043615020799,292.64406182073645,292.4811120961527,292.2972786387312,292.09404415039927,291.8730737503441,291.6361991661606,291.38540205523395,291.12279552232434,290.8506043459983,290.57114404550566,290.2867990230715
8.64,2.322413289,23274.380606,23459.583134045624,23447.75576054511,435.4708712206564,292.63640951554106,292.4739039625054,292.29058226769524,292.08792250428115,291.86758433493935,291.63139373054946,291.38132596919075,291.11948733066896,290.8480953683697,290.5694580572363,290.2859520114428
8.645,2.3215668515148487,23286.109559044096,23397.07036207689,23385.27767307376,435.3353841453775,292.6287816393911,292.46671915828017,292.28390762844083,292.08182070660024,291.8621127810103,291.626603954562,291.37726318710116,291.1161899491568,290.84559459692605,290.56777758706386,290.2851077731338
8.65,2.320720436156384,23297.838386161387,23335.099264292217,23323.341148871023,435.20260433695034,292.6211775622738,292.4595575115836,292.27725462235577,292.07573872159253,291.8566590143863,291.621829785107,291.3732136612853,291.1129033397698,290.8431020026295,290.5661026154217,290.2842662982929
8.655,2.3198749173,23309.558568,23273.615170802823,23261.891513991617,435.0719384294613,292.6135981820729,292.4524187176935,292.2706231472268,292.06967647854526,291.8512229814287,291.6170711636855,291.3691773455304,291.10962746425446,290.8406175566117,290.56443312282744,290.2834275771156
8.66,2.3190294173,23321.278568,23212.0778720299,23200.388557202004,434.9399504909171,292.60604386858626,292.44530295687053,292.26401304181616,292.0636339017665,291.84580462092805,291.6123280377166,291.36515419213015,291.1063622848496,290.8381412300045,290.5627690898994,290.2825915998412
8.665000000000001,2.3181848966999996,23332.988774000005,23150.247784037987,23138.59269828487,434.80472973616116,292.5985138096839,292.4382103569252,292.2574242922828,292.05761089103623,291.8404038696543,291.6076003533238,291.36114415512844,291.1031077634308,290.83567299414466,290.56111049730237,290.2817583567572
8.67,2.3173403966999997,23344.698774,23089.218621224933,23077.597656130994,434.67402144501034,292.5910070224972,292.4311406723506,292.2508569038633,292.05160738871604,291.8350206548386,291.60288805613584,291.3571471885385,291.0998638624361,290.83321282032296,290.5594573258027,290.28092783818204
8.675,2.3164973658,23356.394083000003,23028.14641673407,23016.55945694506,434.5416599498972,292.583525039159,292.4240934896809,292.24431077354706,292.0456233536467,291.82965491528455,291.5981910883254,291.3531632463875,291.0966305444512,290.8307606800452,290.5578095561934,290.28010003447883
8.68,2.3156543658000004,23368.089083,22967.40239446989,22955.849328673667,434.4105903514975,292.5760669759441,292.41706917413956,292.23778571251654,292.0396587164048,291.82430659787445,291.59350939499404,291.34919228156497,291.09340777218677,290.82831654494385,290.5561671693649,290.2792749360338
8.685,2.3148124276572344,23379.77804119588,22906.43495874623,22894.915674226115,434.27682574103324,292.5686331474622,292.4100674686384,292.231281764394,292.03371337198536,291.818975643248,291.58884292454593,291.34523424766223,291.0901955080428,290.8258803867674,290.5545301462899,290.27845253327393
8.69,2.313970511848815,23391.46687231277,22845.96447128956,22834.478860001323,434.1455255763036,292.5612225309581,292.4030884172056,292.22479881771034,292.0277872824374,291.81366197897034,291.58419162449565,291.34128909952057,291.08699371460585,290.8234521772214,290.5528984680204,290.27763281666705
8.695,2.3131299824,23403.147056,22785.767854156988,22774.31580429,434.0148861039475,292.55383596073517,292.3961316419926,292.21833684004235,292.02188037253245,291.80836555139456,291.579555438001,291.3373567921257,291.08380235493644,290.8210318880899,290.55127211563234,290.2768157767212
8.700000000000001,2.3122894823999998,23414.827056000002,22725.527375244776,22714.10877521845,433.8829907880614,292.5464733916509,292.38919730275717,292.211895664967,292.0159925892655,291.8030862983219,291.57493431340515,291.33343727916804,291.08062139231913,290.8186194913533,290.5496510702501,290.27600140396515
8.705,2.3114499615999997,23426.50216,22665.30607237628,22653.920813501794,433.7501016794276,292.53913419259743,292.3822853759514,292.2054752777911,292.0101238373115,291.7978241643654,291.5703281972583,291.32953051580375,291.07745078972835,290.81621495914646,290.5480353130879,290.2751896889507
8.71,2.3106104615999996,23438.177160000003,22605.574062562886,22594.222037497864,433.6196549991941,292.5318180724619,292.37539563138114,292.1990756329347,292.0042740629607,291.7925790810219,291.56573703841235,291.32563645691715,291.0742905106018,290.8138182635764,290.54642482544915,290.2743806222678
8.715,2.3097719407999997,23449.837472000003,22546.07930081455,22534.76039905385,433.48955362874875,292.52452573279794,292.36852788154636,292.1926966182912,291.99844321020333,291.78735099088465,291.5611607818112,291.32175505826274,291.0711405184173,290.81142937693204,290.54481958866836,290.27357419454904
8.72,2.3089334407999997,23461.497472000006,22486.542735173083,22475.256846809276,433.35821253107105,292.5172570473648,292.36168227183117,292.18633811509375,291.99263120318545,291.7821398378402,291.55659937531874,291.31788627452926,291.06800077702786,290.80904827158315,290.5432195841671,290.272770396451
8.725,2.3080964096,23473.147680000002,22427.485023926387,22416.232041842923,433.22896126778664,292.51001140693137,292.35485876269377,292.1800001105602,291.9868379580549,291.77694556033435,291.5520527677816,291.3140300612131,291.0648712500633,290.8066749200843,290.5416247934303,290.2719692186676
8.73,2.3072594096,23484.79768,22368.24230976246,22357.022123853265,433.09747373642796,292.50278947499964,292.34805712719725,292.1736825581419,291.981063423186,291.7717680927067,291.54752090675186,291.31018637432265,291.06175190142636,290.80430929499187,290.54003519803894,290.2711706519263
8.735,2.306423470652935,23496.436748325166,22309.06927716637,22297.881781962322,432.96523413740795,292.4955902356661,292.3412775080065,292.1673853472759,291.9753075438614,291.7666073787012,291.5430037381399,291.3063551696724,291.058642695282,290.80195136899033,290.5384507796162,290.2703746869981
8.74,2.305587554244575,23508.075584441558,22250.53720082016,22239.382291282007,432.8365436726228,292.4884135993045,292.3345195604973,292.1611084740777,291.9695702455572,291.7614633633408,291.53850121052676,291.30253640254045,291.05554359585346,290.79960111490885,290.5368715198573,290.26958131468194
8.745000000000001,2.3047525349999995,23519.710665000002,22192.072317933136,22180.949884490452,432.7072486554839,292.4812605689856,292.32778314566747,292.154851792673,291.9638514848776,291.7563359861297,291.534013273577,291.29873002898097,291.05245456724685,290.79725850566643,290.5352974005396,290.2687905258104
8.75,2.303917535,23531.345665,22133.474452874972,22122.38438860036,432.5760809193191,292.4741305677256,292.3210685163356,292.14861519493047,291.95815117715387,291.7512251959813,291.52953987565365,291.2949360056219,291.049375573831,290.79492351419765,290.53372840350835,290.26800231125486
8.755,2.3030840035,23542.965980000004,22075.408795021758,22064.3509962079,432.44732913965106,292.4670228912343,292.31437551432555,292.1423987054008,291.9524692412099,291.7461309300279,291.52508096816234,291.2911542889102,291.0463065802594,290.7925961135562,290.53216451064867,290.26721666192196
8.76,2.3022505035000003,23554.585980000003,22017.19225939256,22006.16661845529,432.31657422360695,292.45993839853514,292.3077038560363,292.1362022490734,291.94680563868116,291.74105312400906,291.52063649932234,291.28738483638546,291.0432475512524,290.79027627694467,290.5306057039113,290.2664335687432
8.765,2.3014179825,23566.201085000004,21959.33988139157,21948.34629506868,432.1872885905851,292.45287614246115,292.30105372424583,292.13002569159016,291.9411603096163,291.7359917269099,291.51620641626226,291.2836276048487,291.04019845197956,290.78796397765734,290.52905196532726,290.26565302268034
8.77,2.3005854825000003,23577.816085000002,21901.461250753717,21890.499613502627,432.0568843014486,292.44583663033546,292.2944248022643,292.123869033736,291.93553317146666,291.73094668399034,291.51179067009014,291.2798825506509,291.0371592475263,290.78565918919975,290.52750327699454,290.2648750147323
8.775,2.29975404289571,23589.420158984103,21843.88516179541,21832.955370746204,431.92740285344973,292.43881927816454,292.2878171673926,292.1177321379549,291.9299241800448,291.7259179329305,291.50738921170506,291.2761496313481,291.03412990286955,290.78336188513697,290.5259596211175,290.2640995359325
8.78,2.2989226260373963,23601.02399860014,21786.37236999553,21775.474320830745,431.79743823937883,292.4318244097614,292.2812305945231,292.1116149730762,291.9243332526781,291.72090542223157,291.5030019897413,291.2724288047602,291.0311103833891,290.7810720390517,290.5244209799662,290.26332657736185
8.785,2.298092596,23612.619186,21729.24234793395,21718.37593799222,431.6689957983276,292.4248516650029,292.27466511494964,292.10551742321496,291.91876033523,291.7159090896809,291.49862895595743,291.26872002814576,291.0281006546867,290.7787896246938,290.52288733585317,290.2625561301386
8.790000000000001,2.297262596,23624.214186,21672.24609356308,21661.411218229856,431.54058126135834,292.41790147915447,292.2681205740667,292.0994394445985,291.9132053494636,291.7109288806756,291.4942700591884,291.2650232597448,291.02510068229674,290.7765146159563,290.5213586711749,290.2617881854072
8.795,2.2964335748,23635.794504,21615.26529834003,21604.461854306544,431.4109986519468,292.4109735692433,292.26159705912056,292.093380943304,291.90766823719497,291.70596473364196,291.4899252503286,291.2613384570688,291.022110432121,290.7742469867821,290.51983496841217,290.2610227343494
8.8,2.2956045747999996,23647.374504000003,21558.449107868335,21547.676993660716,431.2816643414874,292.4040675355624,292.25509446704285,292.08734190027565,291.9021489267346,291.7010165924796,291.485594478253,291.2576655782413,291.0191298699407,290.7719867112857,290.51831621010217,290.2602597681873
8.805,2.2947765535999998,23658.954504,21501.822365322667,21491.081479438628,431.15268630807543,292.39718338904885,292.2486126213762,292.0813222492934,291.8966473699406,291.6960843974249,291.4812776933115,291.2540045808367,291.01615896177026,290.76973376361235,290.51680237887257,290.2594992781751
8.81,2.2939485536,23670.534504000003,21445.697544709423,21434.987785678695,431.02639628307054,292.3903211273055,292.24215144839235,292.0753218923281,291.8911635084198,291.6911680962162,291.4769748448567,291.25035542284894,291.01319767351737,290.7674881180287,290.51529345740073,290.2587412556082
8.815,2.2931221026897313,23682.098690130984,21389.249155631704,21378.570419198528,430.8964398147426,292.38348136913584,292.2357108905959,292.06934075341866,291.88569727221505,291.68626763503266,291.4726858846669,291.2467180620208,291.0102459712434,290.7652497488193,290.51378942843564,290.2579856918119
8.82,2.292295685331467,23693.662533746625,21333.37231743681,21322.72450535683,430.76967759323725,292.3766627937866,292.22929111754604,292.0633787650498,291.8802485948662,291.68138295641654,291.4684107646462,291.2430924569077,291.0073038209768,290.76301863035195,290.51229027476484,290.25723257814536
8.825000000000001,2.2914701657,23705.217723,21277.38595863502,21266.768967951226,430.64097788736024,292.36986644493817,292.2228917025851,292.05743594189795,291.8748174126563,291.67651400303413,291.4641494357633,291.23947856634857,291.004371189045,290.76079473702214,290.5107959792283,290.25648190599173
8.83,2.2906446657000004,23716.772723000002,21221.679434731497,21211.093166459734,430.51338417675186,292.36309145112824,292.21651287887937,292.05151211925283,291.86940369112943,291.67166071821407,291.45990184883783,291.2358763490506,291.0014480419755,290.7585780433553,290.5093065247001,290.2557336667595
8.835,2.2898201443,23728.317937000003,21166.098648258045,21155.543002008282,430.3855281437113,292.3563381268907,292.2101543609973,292.04560731469144,291.864007343204,291.6668230555385,291.4556679548261,291.23228576369786,290.9985343463571,290.756368523998,290.50782189411836,290.254987851877
8.84,2.2889956443000004,23739.862937,21110.68597778478,21100.16085414435,430.25797755675467,292.34960626118675,292.2038161751737,292.0397214050822,291.858628331957,291.6620009536477,291.4514477082581,291.2287067690354,290.9956300688313,290.7541661536774,290.5063420704899,290.25424445280055
8.845,2.2881721229,23751.403044000002,21055.539265464475,21045.04456522935,430.1312819719842,292.34289581246395,292.1974982141926,292.03385434860354,291.8532665822758,291.6571943651011,291.44724105963434,291.22513932507894,290.99273517610516,290.7519709071876,290.50486703688,290.253503461019
8.85,2.2873486229,23762.943044,21000.268913958713,20989.804537319407,430.00277580463944,292.3362069187262,292.1912004160733,292.02800606937205,291.84792204008943,291.65240323219604,291.44304796345006,291.22158339086957,290.9898496353673,290.7497827593864,290.5033967764067,290.25276486805154
8.855,2.2865265908,23774.468365000004,20945.329688317914,20934.89553882252,429.8753830935964,292.3295388437309,292.18492278306223,292.0221765038316,291.8425946425448,291.64762750269375,291.4388683715594,291.21803892669146,290.98697341364124,290.7476016853355,290.5019312722365,290.2520286654447
8.86,2.2857045908,23785.993365000002,20890.62228528401,20880.218264421565,429.7487732324877,292.322892046044,292.1786650398003,292.0163656113808,291.8372843302097,291.64286712210446,291.43470223731356,291.21450589224526,290.98410647839887,290.74542766011956,290.50047050763106,290.2512948447704
8.865,2.2848836497350264,23797.512344765524,20835.77590995585,20825.40191923521,429.6200434284241,292.31626652566894,292.1724272452745,292.0105732638909,291.83199105185736,291.6381220369389,291.43054951354884,291.2109842477224,290.98124879705733,290.7432606590181,290.499014465898,290.2505633976414
8.870000000000001,2.284062731826817,23809.031192880713,20781.635776056428,20771.291720387097,429.49558672245587,292.30966153660927,292.1662093735293,292.00479942436016,291.826714728937,291.63339219667193,291.4264101534569,291.2074739532696,290.9784003372535,290.7411006573677,290.4975631304404,290.2498343156985
8.875,2.2832432012,23820.541384,20727.328852832517,20717.014631480964,429.3687360809293,292.3030783282884,292.1600111462705,291.99904404525876,291.82145530691196,291.62867754238823,291.42228411134715,291.2039749692182,290.9755610666966,290.73894763063174,290.4961164847207,290.2491075906246
8.88,2.2824237012,23832.051384000002,20673.14083407502,20662.856351232025,429.24185529041904,292.29651581843905,292.1538328921535,291.99330699698874,291.8162127321526,291.6239780212482,291.41817133904294,291.20048725636775,290.9727309532258,290.73680155435795,290.4946745122775,290.24838321413597
8.885,2.2816046904,23843.5516,20619.045733270203,20608.790893167323,429.11453947666627,292.28997400226336,292.1476742946774,291.98758833434175,291.81098692508124,291.6192935817491,291.4140717898563,291.19701077484916,290.969909964911,290.73466240419157,290.4932371967141,290.24766117798544
8.89,2.2807856904,23855.051600000003,20565.17002285294,20554.944730493255,428.98794074871034,292.2834527136686,292.141535273081,291.9818879375774,291.8057778621886,291.61462416435984,291.40998541779095,291.1935454851801,290.9670980696967,290.7325301559099,290.49180452169975,290.24694147395957
8.895,2.279968158,23866.541816,20511.759367006725,20501.563526846865,428.86358828267635,292.2769520774094,292.13541570369654,291.976205733624,291.8005854743177,291.609969726654,291.40591217442744,291.1900913481933,290.9642952356675,290.7304047853107,290.4903764709815,290.2462240938781
8.9,2.279150658,23878.031816000002,20457.848266007113,20447.68178004565,428.73462889560705,292.2704726402335,292.1293155660641,291.9705416332974,291.7954097001864,291.60533021491045,291.4018520166082,291.18664832403095,290.9615014310673,290.7282862682733,290.48895302834904,290.2455090295978
8.905,2.278334216278372,23889.51090890911,20404.529618255616,20394.39239595992,428.6088807134938,292.26401275761475,292.1232350117781,291.96489558076456,291.7902504714919,291.60070557644445,291.39780489866854,291.1832163744928,290.95871662397883,290.7261745807717,290.4875341776461,290.2447962730019
8.91,2.2775177979202077,23900.9897610239,20351.44157551437,20341.333520778942,428.4839528202323,292.2575736637846,292.11717350089737,291.95926758748317,291.785107729626,291.5960957556036,291.39377077509715,291.1797954609708,290.9559407830402,290.7240696987727,290.48611990277504,290.24408581600017
8.915000000000001,2.2767022778999997,23912.464845000002,20298.357928352725,20288.278945661565,428.3580274519719,292.2511552327302,292.1111312961644,291.95365745040897,291.77998144118436,291.5915006992155,291.3897495992652,291.17638554497523,290.9531738769178,290.7219715984525,290.48471018766304,290.24337765053093
8.92,2.2758867779000003,23923.939844999997,20245.37615547573,20235.32615141187,428.2319697271903,292.24475700509123,292.10510836537185,291.9480651858187,291.77487150738745,291.58692036318934,291.38574132509456,291.17298658767703,290.9504158744002,290.71988025607044,290.483305016327,290.2426717685501
8.925,2.2750727452,23935.400172,20192.77565064956,20182.754532314364,428.10748557599624,292.23837887041503,292.09910454561276,291.94249075354224,291.76977788804413,291.5823546838723,291.38174590969504,291.1695985503744,290.9476667442253,290.71779564798493,290.48190437284654,290.2419681620498
8.93,2.2742587452,23946.860172,20140.139524430957,20130.14719691095,427.98184346801116,292.2320212775958,292.09311973444835,291.93693407103893,291.7647005348726,291.57780361287587,291.3777633044558,291.16622139548775,290.9449264551933,290.71571775058914,290.4805082413672,290.24126682305496
8.935,2.2734457234,23958.315281000003,20087.772983421863,20077.809354552486,427.8571694555187,292.22568362360124,292.0871540266033,291.93139506072475,291.7596393877296,291.5732671017716,291.37379346465025,291.162855083832,290.94219497652324,290.71364654033124,290.4791166060785,290.24056774362367
8.94,2.2726327234,23969.770281,20035.443530821067,20025.508507239243,427.7318888216331,292.2193661770402,292.0812072164945,291.9258737105088,291.7545943844955,291.56874509936523,291.36983634618673,291.15949957721017,290.9394722770286,290.7115819938362,290.47772945121375,290.2398709158393
8.945,2.2718207016,23981.210608,19983.50240224433,19973.59589230535,427.6083023395686,292.2130685623248,292.0752793289935,291.9203699242476,291.7495654840893,291.56423755314324,291.3658919045567,291.1561548378103,290.93675832579925,290.7095240876589,290.47634676108976,290.23917633180815
8.950000000000001,2.2710087015999996,23992.650608000004,19931.234376829554,19921.35628669434,427.481365253404,292.206791268025,292.06937020898226,291.91488366657177,291.744552622479,291.5597444173009,291.36196009479994,291.15282082789133,290.93405309211954,290.70747279845665,290.47496852003286,290.23848398367255
8.955,2.2701977591240876,24004.084598540147,19879.473184536095,19869.623425869304,427.357176011888,292.200533082316,292.063479964847,291.90941485088695,291.7395557518167,291.5552656400338,291.3580408741566,291.1494975096453,290.9313565453937,290.705428102989,290.47359471242004,290.23779386358916
8.96,2.2693868402159785,24015.518455154488,19827.817318970865,19817.995799076543,427.2329038435498,292.1942949722146,292.0576081819973,291.9039634712709,291.7345748095155,291.55080117402485,291.3541341984541,291.1461848460445,290.9286686550755,290.7033899781059,290.4722253226843,290.23710596373667
8.965,2.2685773090000003,24026.943649999997,19776.347851076065,19766.554478813385,427.1088982649827,292.18807659802644,292.05175506376605,291.8985293611894,291.72960975781706,291.546350967772,291.3502400249007,291.1428827998321,290.92598939093426,290.7013584007219,290.47086033531485,290.23642027631985
8.97,2.267767809,24038.36865,19724.77748166052,19715.012165836615,426.98324576320715,292.1818779750464,292.0459204983956,291.89311252621735,291.7246605097715,291.5419149775232,291.34635830960855,291.139591334266,290.9233187227805,290.69933334789965,290.4694997348494,290.2357367935709
8.975,2.266958798,24049.78387,19673.599589191883,19663.86224144766,426.8594835345984,292.17569848092677,292.04010445847933,291.88771289949636,291.71972702527455,291.53749314456957,291.34248901120316,291.13631041239955,290.92065662066614,290.69731479677887,290.4681435059016,290.2350555077474
8.98,2.266149798,24061.198870000004,19622.775879009172,19613.06640827447,426.7375457143472,292.16953871838695,292.03430669764634,291.88233043701933,291.7148092485659,291.5330854226068,291.33863208385526,291.1330399981732,290.9180030546739,290.6953027246324,290.46679163314354,290.23437641114094
8.985,2.265342265,24072.60898,19571.665595959294,19561.98391013791,426.6123460986126,292.16339891792524,292.02852733244083,291.87696502087556,291.70990713120597,291.5286917622308,291.33478748494366,291.12978005427544,290.9153579952482,290.69329710880544,290.46544410132356,290.23369949607377
8.99,2.264534765,24084.01898,19520.98419000766,19511.330202147994,426.4895474353494,292.15727794639383,292.0227664378155,291.87161663805597,291.7050206004437,291.5243121167114,291.33095517133864,291.12653054423913,290.91272141253825,290.6912979268165,290.46410089524875,290.23302475490397
8.995000000000001,2.263728810818918,24095.413195680434,19470.439684048684,19460.81330376504,426.3665204847077,292.1511765663293,292.0170236413802,291.86628528529184,291.7001496131296,291.51994643158,291.3271351009675,291.12329143158115,290.91009327695315,290.6893051561562,290.46276199981685,290.232352180021
9.0,2.262922891410859,24106.807056294372,19419.68409184943,19410.085229825476,426.24099865247103,292.145094545077,292.011299089875,291.860970818145,291.6952941359725,291.5155946605534,291.3233272294082,291.120062680268,290.9074735589674,290.6873187744276,290.46142739995486,290.2316817638553
9.005,2.2621173821,24118.197142,19369.52166662957,19359.95023727938,426.1190628553992,292.139031061717,292.00559269858826,291.85567323104203,291.69045409283393,291.511256762475,291.31953151449176,291.1168442536171,290.90486222926967,290.6853387593011,290.4600970806516,290.23101349886025
