t_vec,mach,alt,T_inf,qbar_inf,Re_inf,bl_state,q_conv,h_coeff,q_rad,q_net,T_e,T_recovery,T_t,T_te,T_wall:y=0.0000,T_wall:y=0.0011,T_wall:y=0.0022,T_wall:y=0.0033,T_wall:y=0.0044,T_wall:y=0.0056,T_wall:y=0.0067,T_wall:y=0.0078,T_wall:y=0.0089,T_wall:y=0.0100
17.61,3.3759314316,14915.214289907999,216.65,97920.27854604722,2766134.4848898365,1,86695.11911267356,394.24692003768536,-1658.8696554215494,85036.24945725201,262.6785216714465,663.6407637763634,710.4782416273729,710.4788664429287,443.7402022085355,435.77237329791757,426.25124640760953,415.87085614035567,405.34858274649605,395.37710628629515,386.58419928427367,379.50178293037226,374.54410170417475,371.99374596619793
17.615000000000002,3.3753116316,14920.184815908002,216.65,97807.9941071986,2763469.935390059,1,86577.25171570163,393.9357107299847,-1658.3016088925638,84918.95010680906,262.66969167243826,663.4794473466502,710.2969306892494,710.299302452121,443.7043689327913,435.74673805638525,426.23706533965225,415.86851453670494,405.35767296138994,395.3965571019906,386.61242879430756,379.5368490277361,374.583831602201,372.03583639970856
17.62,3.3746918316,14925.155341908001,216.65,97695.8319545503,2760807.862853942,1,86457.47287367444,393.6253842787896,-1657.734275906213,84799.73859776823,262.66155609123643,663.3126201919404,710.115653041742,710.1135374179987,443.66857200108495,435.72112354586295,426.2228906304369,415.86616620537046,405.366745497174,395.41598181029724,386.6406262522929,379.571879265972,374.6235234877145,372.0778878755317
17.625,3.3740720316,14930.125867908,216.65,97583.79196029803,2758148.2650341904,1,86340.21329402021,393.31451080020827,-1657.1676178588898,84683.04567616132,262.6526060680161,663.1523307185204,709.9344086848503,709.9351290941541,443.6328090045646,435.6955297868279,426.20872230118465,415.8638111815878,405.3758003954896,395.43538045220413,386.66879169350784,379.60687367237205,374.6631773806554,372.1199004092663
17.63,3.3734522316000004,14935.096393908,216.65,97471.87399676711,2755491.1396855228,1,86223.56845556018,393.003703789809,-1656.601675770728,84566.96677978945,262.64348882746134,662.9934078966846,709.7531976185746,709.7582586886467,443.59708255906054,435.66995675967644,426.1945603733358,415.86144950046673,405.38483769786166,395.4547530686168,386.69692515319286,379.64183227423894,374.70279330101323,372.16187401658283
17.635,3.3728324316,14940.066919908002,216.65,97360.07793641178,2752836.484564651,1,86103.30124185022,392.6943321953789,-1656.0364560044943,84447.26478584572,262.63565265496624,662.8243011186551,709.5720198429144,709.5699284517516,443.56139309427624,435.64440448897693,426.18040486787874,415.8590811969976,405.393857445699,395.47409970035756,386.725026666551,379.6767550988856,374.7423712688272,372.2038087132232
17.64,3.3722126316,14945.037445908001,216.65,97248.40365181564,2750184.297430293,1,85987.53912727203,392.3837710039091,-1655.471889346426,84332.0672379256,262.6263200350885,662.6671622925063,709.39087535787,709.3950656375151,443.52573626646563,435.61887300592497,426.1662558060921,415.8567063060454,405.4028596802948,395.49342038816553,386.7530962687478,379.71164217363514,374.7819113041855,372.2457045150003
17.645,3.3715928316,14950.007971908,216.65,97136.85101569089,2747534.576043161,1,85868.05691112697,392.0746768189193,-1654.908052512001,84213.14885861496,262.61830433574045,662.4995607806034,709.2097641634415,709.2084292608143,443.4901169475721,435.59336226934937,426.1521132096425,415.8543248623571,405.41184444282703,395.51271517269714,386.78113399491144,379.74649352582065,374.82141342722514,372.2875614377973
17.650000000000002,3.3709730315999997,14954.978497908003,216.65,97025.41990087865,2744887.318165965,1,85751.16678544998,391.76501040666926,-1654.3448744352515,84096.82191101473,262.6094446046546,662.3387201957622,709.0286862596287,709.029400950496,443.45453067501734,435.56787232020093,426.1379770993751,415.8519369005698,405.4208117743589,395.5319840945262,386.8091398801326,379.7813091827852,374.8608776581318,372.3293794975678
17.655,3.3703532315999998,14959.949023908002,216.65,96914.11018034881,2742242.5215634126,1,85635.31897558064,391.4552712952523,-1653.782397637058,83981.53657794358,262.6002698918264,662.1804204976181,708.8476416464317,708.8532319566173,443.41898016184393,435.54240312477356,426.1238474966948,415.8495424551991,405.42976171583956,395.55122719414396,386.83711395946455,379.8160891718816,374.9003040171394,372.3711587103352
17.66,3.3697334316,14964.919549908001,216.65,96802.92172719966,2739600.184002202,1,85516.30979133154,391.146819249833,-1653.220636304304,83863.08915502724,262.59222493226764,662.0131613284359,708.6666303238507,708.6669808321258,443.3834663322186,435.5169546956022,426.1097244223131,415.8471415606505,405.43869430810435,395.5704445119596,386.8650562679233,379.85083352047207,374.9396925245298,372.41289909219233
17.665,3.3691136316000003,14969.890075908,216.65,96691.85441465792,2736960.3032510225,1,85399.74219014075,390.8378425076094,-1652.659529592973,83747.08266054778,262.58338462434864,661.8522674545883,708.4856522918853,708.4878926558514,443.34798536609514,435.4915270604022,426.0956078970327,415.8447342512095,405.44760959187545,395.5896360883002,386.8929668404876,379.88554225592856,374.97904320063265,372.45460065930126
17.67,3.3684938316,14974.860601908003,216.65,96580.90811607848,2734322.877080551,1,85280.7542470434,390.52991375842475,-1652.0991173693815,83628.65512967402,262.5754221374586,661.6844269375091,708.3047075505356,708.3009873176483,443.3125398103257,435.4661201832723,426.08149794199295,415.84232056104526,405.4565076077623,395.6088019634112,386.92084571209875,379.9202154056321,375.018356065825,372.49626342789276
17.675,3.3678740316,14979.831127908003,216.65,96470.08270494471,2731687.9032634585,1,85165.86723559693,390.22092217763634,-1651.5393523402313,83514.3278832567,262.56608975953844,661.527513583674,708.1237960998018,708.1263785646184,443.2771266994266,435.4407340718778,426.06739457760665,415.8399005242183,405.4653883962621,395.6279421774566,386.948692917661,379.9548529969731,375.05763114053104,372.53788741426604
17.68,3.3672542316,14984.801653908002,216.65,96359.3780548677,2729055.3795743966,1,85046.8719988609,389.91352477586366,-1650.9803039570716,83395.89169490382,262.55821917488953,661.3590164491758,707.9429179396838,707.9387343134898,443.2417504534684,435.4153686850261,426.05329782430164,415.83747417467015,405.47425199776023,395.6470567705189,386.9765084920413,379.9894550573509,375.09686844522196,372.5794726347884
17.685,3.3666344316,14989.772179908,216.65,96248.79403958659,2726425.303790003,1,84931.70452551814,389.60515219805785,-1650.421894548277,83281.28263096987,262.54907019106923,661.2007115625731,707.7620730701815,707.7625597147523,443.2064061835142,435.39002405616935,426.0392077017117,415.83504154622557,405.48309845253084,395.66614578259953,387.00429247006946,380.0240216141737,375.13606800041543,372.62101910589485
17.69,3.3660146315999997,14994.742705908004,216.65,96138.33053296809,2723797.6736888946,1,84814.49794552737,389.2977037581317,-1649.864188805059,83164.63375672231,262.540670105611,661.0364928652409,707.581261491295,707.5797301352235,443.1710980099399,435.36470013729365,426.02512422993294,415.83260267258163,405.491927800737,395.68520925361923,387.03204488653813,380.05855269485863,375.17522982667555,372.6625268440878
17.695,3.3653948316,14999.713231908003,216.65,96027.98740900701,2721172.4870516798,1,84697.51053786374,388.99044848009953,-1649.3071460538108,83048.20339180993,262.5322386485222,660.8725592571091,707.4004832030244,707.3972213839374,443.1358233840255,435.33939695030324,426.01104742816193,415.83015758731756,405.5007400824312,395.704247223418,387.05976577620294,380.0930483268313,375.21435394461247,372.70399586593663
17.7,3.3647750316000002,15004.683757908002,216.65,95917.76454182516,2718549.741660931,1,84584.1320363903,388.6822865026905,-1648.7507664355207,82935.38126995479,262.5225985716884,660.7182484227535,707.2197382053696,707.2255416063078,443.10058234008574,435.31411447463273,425.99697731587713,415.8277063238821,405.5095353375555,395.7232597317555,387.08745517378236,380.12750853752584,375.2534403748821,372.7454261880776
17.705000000000002,3.364163145785421,15009.63614364244,216.65,95808.38535279348,2715943.5569519494,1,84468.79207413377,388.37723084856407,-1648.1951102614287,82820.59696387235,262.5142090426186,660.5569960620164,707.041333784399,707.0460250507803,443.06537872497995,435.2888526912834,425.98291391212683,415.8252489156007,405.5183136059419,395.74224681831106,387.1151131139579,380.1619333543847,375.29248913818583,372.7868178272131
17.71,3.363551606939306,15014.587734083396,216.65,95699.15636623147,2713340.402793891,1,84351.50933625925,388.07316225367356,-1647.6401378996,82703.86919835965,262.5065621645524,660.3900214019508,706.8630629455309,706.8600677728006,443.0302100550357,435.2636116456855,425.96885723556693,415.82278539567034,405.5270749273123,395.7612085226842,387.142739631374,380.19632280485865,375.33150025527044,372.8281708001116
17.715,3.3629400680931907,15019.53932452435,216.65,95590.04570496656,2710739.6573521774,1,84239.4571376516,387.76765616935046,-1647.0858107467025,82592.37132690489,262.4971379806805,660.2371666868748,706.6848245157488,706.6900004913858,442.99507390938555,435.23839134108783,425.9548073055352,415.82031579715584,405.5358193412791,395.78014488439464,387.17033476063835,380.2306769164065,375.37047374692764,372.86948512360715
17.72,3.3623285292470753,15024.490914965305,216.65,95481.05324595007,2708141.3184510535,1,84121.88539769722,387.46420005989023,-1646.5322181388888,82475.35317955833,262.4896798007672,660.0687705050334,706.5066184950526,706.5024434613487,442.9599759771918,435.2131917409976,425.94076414133053,415.8178401530036,405.54454688734495,395.7990559428825,387.19789853632153,380.2649957164949,375.4094096339938,372.91076081459926
17.725,3.36171699040096,15029.442505406263,216.65,95372.17886625753,2705545.3839167017,1,84009.67698871148,387.1592624264848,-1645.979257150294,82363.69773156119,262.4803942467377,659.9148804037899,706.3284448834426,706.3312110878102,442.9249097591807,435.1880129043377,425.9267277615562,415.81535849604285,405.55325760490337,395.81794173750865,387.22543099295734,380.29927923259856,375.4483079373498,372.9519978900523
17.73,3.3611054515548444,15034.394095847218,216.65,95263.4224430881,2702951.8515772326,1,83896.45339807423,386.8549120718766,-1645.4270196562998,82251.02637841793,262.471504506731,659.7578871225008,706.1503036809185,706.1564865473654,442.8898811076606,435.16285478113065,425.91269818571567,415.8128708589764,405.561951533239,395.83680230755476,387.2529321650427,380.3335274921996,375.4871686779207,372.9931963669954
17.735,3.3604939127087294,15039.345686288172,216.65,95154.78385376457,2700360.7192626824,1,83782.18842594225,386.55115818635835,-1644.87548281959,82137.31294312266,262.46302130951665,659.5977094458991,705.9721948874806,705.978178401757,442.85488860159984,435.13771741995555,425.8986754323836,415.8103772743979,405.5706287115277,395.85563769222364,387.28040208703777,380.36774052278787,375.5259918766754,373.03435626252184
17.740000000000002,3.3598823738626136,15044.29727672913,216.65,95046.26297573319,2697771.9848050135,1,83666.97981409618,386.2479696798825,-1644.3246237427918,82022.65519035338,262.4549120048063,659.4346094199133,705.7941185031284,705.79658150937,442.8199308147718,435.1126008446422,425.88465952086113,415.8078777747783,405.57928917883737,395.8744479306394,387.30784079336587,380.40191835186056,375.5647775546266,373.07547759378895
17.745,3.359270835016498,15049.248867170085,216.65,94937.85968656394,2695185.646038121,1,83550.06338858177,385.9455956976479,-1643.7744216598317,81906.28896692193,262.44744625225366,659.2664595922029,705.6160745278623,705.6093016169033,442.7850064548664,435.0875050550144,425.87065047074157,415.80537239247997,405.5879329741277,395.8932330618476,387.3352483184137,380.4360610069222,375.60352573283024,373.1165603780176
17.75,3.358659296170383,15054.200457611041,216.65,94829.57386394973,2692601.700797811,1,83438.55407175636,385.64172276742767,-1643.2248426216677,81795.32922913469,262.4381268389695,659.1129941318986,705.4380629616826,705.4385473537501,442.75011339122636,435.06243002989703,425.8566483015027,415.80286115976344,405.596560136251,395.9119931248154,387.3626246965311,380.47016851548443,375.6422364323855,373.1576046324921
17.755,3.3580477573242677,15059.152048051996,216.65,94721.40538570686,2690020.1469218237,1,83323.64823315466,385.3392117490625,-1642.6759792860846,81680.97225386857,262.4300429788005,658.949800222519,705.2600838045886,705.2568447936981,442.7152575323346,435.0373757139716,425.84265303216216,415.8003441087871,405.6051707039528,395.9307281584321,387.38996996203144,380.50424090506596,375.6809096744345,373.1986103745596
17.76,3.357436218478152,15064.103638492954,216.65,94613.3541297744,2687440.982249803,1,83209.87008073396,385.03659237544986,-1642.1277667715005,81567.74231396246,262.4216063536676,658.789427353774,705.0821370565806,705.0783170262398,442.68043478406037,435.0123421515715,425.8286646807279,415.7978212716012,405.6137647158722,395.9494382015089,387.4172841491914,380.5382782031923,375.7195454801617,373.2395776216299
17.765,3.356824679632037,15069.055228933908,216.65,94505.4199742149,2684864.204623332,1,83095.66593658498,384.7343696403571,-1641.5802214327377,81454.08571515224,262.4133633049033,658.6275612502591,704.9042227176589,704.8981087748485,442.64564621038016,434.9873293182955,425.81468326587395,415.79529268013295,405.6223422105424,395.96812329277935,387.44456729225107,380.5722804373959,375.7581438707942,373.28050639117515
17.77,3.3562131407859215,15074.006819374863,216.65,94397.60279721314,2682289.811885892,1,82983.01455109508,384.43189932865715,-1641.0333318257237,81341.98121926936,262.4046160992855,658.4697069257022,704.726340787823,704.7224154239535,442.61089110940196,434.9623372084156,425.80070880578216,415.79275836619985,405.6309032263909,395.98678347089964,387.47181942541397,380.60624763521565,375.79670486760097,373.3213967007294
17.775000000000002,3.355601601939806,15078.958409815821,216.65,94289.90247707686,2679717.801882886,1,82867.49608793734,384.13062015894354,-1640.487121714591,81227.00896622275,262.3969246824267,658.3035609698854,704.5484912670731,704.5373905724229,442.57617101683024,434.93736580510904,425.78674131846486,415.7902183615035,405.63944780173983,396.00541877444863,387.49904058284716,380.6401798241971,375.83522849189296,373.3622485678884
17.78,3.3549900630936906,15083.910000256776,216.65,94182.31889223633,2677148.1724616317,1,82759.06276592558,383.8272909695129,-1639.9415362418972,81119.12122968369,262.3867719772341,658.1568509265755,704.3706741554093,704.3742392542264,442.5414824704043,434.9124151177505,425.77278082158534,415.78767269762875,405.6479759748064,396.02402924192813,387.52623079868124,380.6740770318922,375.87371476502267,373.4030620103092
17.785,3.354378524247575,15088.86159069773,216.65,94074.85192124426,2674580.921471356,1,82644.26341480808,383.52629121909735,-1639.3966975374633,81004.86671727062,262.37891290599276,657.9920954376539,704.1928894528315,704.1907792774072,442.5068332614663,434.88748509855657,425.75882733289995,415.7851214060402,405.6564877837029,396.0426149117631,387.55339010701033,380.70793928585897,375.9121637083839,373.4438370457098
17.79,3.3537669854014602,15093.813181138687,216.65,93967.50144277567,2672016.0467631943,1,82530.93866511907,383.2250689346504,-1638.8524877137138,80892.08617740536,262.3705760260065,657.8311403616487,704.0151371593399,704.0115963663261,442.4722159192796,434.8625758302002,425.7448808693095,415.78256451808596,405.6649832664373,396.06117582230195,387.5805185418922,380.7417666136618,375.9505753434116,373.48457369186895
17.795,3.3531554465553444,15098.764771579645,216.65,93860.26733562778,2669453.546190191,1,82418.08632668162,382.9239498458833,-1638.3089295741534,80779.77739710746,262.3621152150215,657.6711955540325,703.8374172749341,703.8335504500349,442.43763191860904,434.83768726960955,425.73094144903877,415.7800020649856,405.673462460913,396.0797120118165,387.60761613734826,380.77555904287095,375.9889496915813,373.5252719666256
17.8,3.352543907709229,15103.7163620206,216.65,93753.14947872006,2666893.4176073014,1,82308.06628025262,382.6221636695233,-1637.7660277928628,80670.30025245975,262.3526910748354,657.5188644492489,703.6597297996144,703.6640733004898,442.4030815816799,434.81281939977424,425.71700908951544,415.7774340778544,405.6819254049295,396.09822351850255,387.63468292736354,380.80931660106256,376.0272867744094,373.56593188787883
17.805,3.3519398628,15108.6513795888,216.65,93646.81005468994,2664348.5454341364,1,82195.93413501616,382.32335202832564,-1637.2238286538338,80558.71030636232,262.34455727591325,657.3591869435159,703.4842515630535,703.486304224301,442.36856787997925,434.7879722098509,425.70308380782467,415.77486058769233,405.69037213618213,396.1167103804797,387.6617189458869,380.8430393158186,376.0655866134524,373.60655347358744
17.81,3.3513361628000005,15113.585634388799,216.65,93540.61573441702,2661806.6110362173,1,82082.97549872847,382.0251570063065,-1636.6822902706356,80446.29320845784,262.3367839840208,657.1968373753557,703.3089051170243,703.3055267705442,442.334088173283,434.7631457386769,425.68916562082035,415.77228162538,405.6988026922631,396.13517263579166,387.6887242268308,380.87672721472666,376.10384923030705,373.6471367417695
17.815,3.3507324628,15118.519889188801,216.65,93434.53588545973,2659267.0186807024,1,81972.98909839234,381.72624529124636,-1636.141394198831,80336.84770419351,262.3279945312103,657.0425103432488,703.1335902545517,703.1337782674336,442.2996413119374,434.73833998051197,425.6752545459507,415.76969722167735,405.707217110661,396.1536103224068,387.7156988040717,380.91038032537983,376.14207464660973,373.6876817105022
17.82,3.3501287628000003,15123.4541439888,216.65,93328.57038932579,2656729.766260661,1,81860.7723117854,381.4283139014401,-1635.601189389471,80225.17112239593,262.32004285983567,656.8816323373786,702.9583069756361,702.9546569705311,442.26523043875613,434.71355491111984,425.66135060050084,415.76710740723564,405.71561542876157,396.17202347821774,387.7426427114497,380.9439986753765,376.18026288403644,373.7281883979215
17.825,3.3495250628,15128.388398788798,216.65,93222.71912764135,2654194.851671021,1,81752.58898538242,381.1293180068522,-1635.0616320755728,80117.52735330684,262.31069267429064,656.7317718308184,702.7830552802772,702.787935423146,442.23085279127963,434.6887905592177,425.64745380129136,415.76451221259674,405.72399768384753,396.190412141042,387.7695559827689,380.9775822923205,376.21841396430256,373.7686568222217
17.830000000000002,3.3489213628,15133.322653588802,216.65,93116.98198215119,2651662.2728085658,1,81640.09165425519,380.83198250917803,-1634.5227898159187,80005.56886443926,262.30292643680485,656.5695050005711,702.6078351684749,702.6072510692253,442.1965126999897,434.6640469072615,425.6335641655656,415.76191166818734,405.7323639130993,396.20877634862194,387.79643865179725,381.0111312038207,376.25652790916246,373.8090870016553
17.835,3.3483176628,15138.256908388801,216.65,93011.35883471895,2649132.027571949,1,81530.74778935309,380.5338694855179,-1633.9845816753436,79896.76320767775,262.29407428240705,656.4157953886863,702.4326466402296,702.4361975772596,442.1622050326354,434.63932401003996,425.6196817102103,415.75930580432794,405.7407141535951,396.2271161386252,387.8232907522667,381.044645437491,376.2946047404094,373.8494789545326
17.84,3.3477139628000003,15143.1911631888,216.65,92905.84956732654,2646604.1138616786,1,81418.55423404458,380.2369394666357,-1633.44705988288,79785.1071741617,262.28628574177515,656.253773595186,702.2574896955409,702.2557889830472,442.1279331435674,434.6146218361108,425.60580645295937,415.7566946512289,405.74904844231133,396.24543154864466,387.8501123178731,381.07812502095027,376.33264447987517,373.88983269922124
17.845,3.3471102628000002,15148.125417988798,216.65,92800.45406207413,2644078.5295801163,1,81310.29157237777,379.9389767689396,-1632.9101698560432,79677.38140252173,262.27712937458597,656.1025122144016,702.0823643344092,702.0874909791715,442.0936935776479,434.58994041072157,425.5919384109412,415.7540782390063,405.7573668161229,396.26372261619866,387.87690338227634,381.1115699818221,376.37064714943,373.9301482541462
17.85,3.3465065628,15153.0596727888,216.65,92695.17220118012,2641555.2726314794,1,81197.39867104104,379.64277931445463,-1632.3739775353795,79565.02469350566,262.2696785277731,655.9379128487457,701.9072705568341,701.90418135951,442.0594905653971,434.56527970154633,425.5780776016325,415.75145659767344,405.76566931180383,396.28198937873134,387.90366397910043,381.1449803477347,376.4086127709821,373.9704256377893
17.855,3.3459028628,15157.993927588801,216.65,92590.00386698115,2639034.340921843,1,81089.49609870129,379.34520207753746,-1631.838396762057,79457.65770193923,262.26047611469863,655.787073508512,701.7322083628158,701.7363584328347,442.025318635633,434.54063974743417,425.5642240418949,415.74882975714837,405.7739559660276,396.30023187361263,387.93039414193345,381.17835614632105,376.44654136647745,374.0106648686887
17.86,3.3452991628000004,15162.9281823888,216.65,92484.94894193174,2636515.7323591313,1,80978.8790183222,379.04876350353413,-1631.3035124569335,79347.57550586527,262.25229246283783,655.6282843521558,701.5571777523544,701.559588116571,441.9911832313466,434.516020495935,425.55037774916826,415.74619774724505,405.7822268153676,396.31845013813864,387.95709390432756,381.2116974052183,376.4844329578999,374.0508659654391
17.865000000000002,3.3446954628,15167.862437188802,216.65,92380.00730860412,2633999.444853115,1,80869.3758701185,378.75221193636605,-1630.7692722651327,79238.60659785337,262.24374998317415,655.472338034702,701.3821787254495,701.3860174055802,441.9570810367962,434.49142198644756,425.53653873994347,415.7435605976848,405.79048189629776,396.3366442095317,387.98376329979914,381.245004152068,376.5222875672705,374.0910289466909
17.87,3.3440917628,15172.7966919888,216.65,92275.17884968864,2631485.47631542,1,80757.54909890221,378.45667237520684,-1630.2356921978171,79127.31340670439,262.23608922516723,655.3095246696348,701.2072112821016,701.2047178430266,441.92301309866656,434.4668442026203,425.5227070313077,415.74091833808205,405.79872124519284,396.3548141249407,388.01040236182877,381.27827641451603,376.56010521664746,374.1311538311503
17.875,3.3434880628,15177.730946788799,216.65,92170.463447993,2628973.824659517,1,80647.815590051,378.16069938990233,-1629.702727427722,79018.11286262328,262.22771596449337,655.1523212895914,701.0322754223105,701.0297323153355,441.888976578831,434.4422871461974,425.5088826400029,415.7382709979561,405.80694489832877,396.37295992144107,388.03701112386125,381.3115142202122,376.5978859281259,374.1712406375787
17.88,3.3428843628000005,15182.6652015888,216.65,92065.86098644235,2626464.4878007174,1,80538.4808225272,377.86484671999955,-1629.1704116841836,78909.31041084301,262.2192409970966,654.9959459408822,700.8573711460762,700.8556787572616,441.85497365507763,434.4177507723021,425.4950655827346,415.7356186067268,405.8151528918832,396.3910816360353,388.06358961930573,381.34471759681026,376.63562972383755,374.21128938479256
17.885,3.3422806628,15187.599456388802,216.65,91961.37134807941,2623957.4636561787,1,80431.01771638314,377.56863121152617,-1628.6387482574876,78802.37896812565,262.2101298581119,654.8445744977537,700.6824984533984,700.6872571907699,441.8210045621382,434.3932350737564,425.48125587540164,415.73296119371577,405.82334526193586,396.4091793056529,388.09013788153555,381.37788657196796,376.67333662595064,374.2513000916631
17.89,3.3416769628000003,15192.5337111888,216.65,91856.99441606434,2621452.750144908,1,80321.64539989375,377.27329116552033,-1628.1077662984187,78693.53763359533,262.20175241528915,654.6874998180583,700.5076573442777,700.5124165800148,441.7870711877835,434.3687400477554,425.4674535337436,415.7302987881345,405.83152204446895,396.42725296715065,388.11665594388853,381.4110211733467,376.7110066566695,374.29127277711586
17.895,3.3410732628,15197.467965988799,216.65,91752.73007367407,2618950.3451877423,1,80210.89968726439,376.97865213977826,-1627.5774279079228,78583.32225935647,262.19391684518,654.5262266701166,700.3328478187136,700.3328505003847,441.75317113506907,434.344265723002,425.45365857341636,415.7276314190841,405.8396832753674,396.44530265731277,388.1431438396669,381.4441214286114,376.7486398382344,374.33120746013054
17.900000000000002,3.3404695628,15202.402220788801,216.65,91648.57820430293,2616450.246707362,1,80099.10917521248,376.68460724056945,-1627.0477052755998,78472.06146993687,262.1865057439894,654.3616767622656,700.1580698767063,700.149596299792,441.7193026499164,434.31981208795145,425.439871010513,415.7249591155556,405.84782899041903,396.46332841285124,388.16960160213716,381.4771873654307,376.7862361929214,374.3711041597407
17.905,3.3398732718,15207.3198664272,216.65,91545.18346827997,2613965.064816859,1,79994.70841681847,376.3903794769091,-1626.5185768467395,78368.18983997173,262.1769420401821,654.2166893458256,699.9854679280692,699.9883363340825,441.68546437670807,434.2953791027567,425.4260908608834,415.72228190643926,405.85595922531473,396.481330270406,388.19602926453047,381.51021901147647,376.8237957430421,374.4109628950333
17.91,3.3392773218,15212.2367476272,216.65,91441.92930386541,2611482.7432685457,1,79886.06684210335,376.09787979897027,-1625.9901697525413,78260.07667235081,262.1689858030599,654.0593145343087,699.8129954716974,699.8131328745442,441.65166447043805,434.27096670677486,425.4123181396733,415.71959982052255,405.8640740156488,396.49930826654486,388.22242686004233,381.5432163944239,376.86131851094325,374.4507836851486
17.915,3.3386813718000004,15217.1536288272,216.65,91338.78589064015,2609002.699037251,1,79776.82559665455,375.80582394207227,-1625.4624044034367,78151.36319225111,262.1612911621113,653.8999342639859,699.6405537931796,699.635672171284,441.6178978659774,434.2465749762026,425.3985528610029,415.71691288648003,405.8721733969192,396.5172624377641,388.24879442183294,381.5761795419514,376.89880451900655,374.49056654927983
17.92,3.3380854218,15222.070510027203,216.65,91235.75311449298,2606524.9300826304,1,79670.62472886244,375.51301674964674,-1624.9352666123193,78045.68946225013,262.1525285707015,653.748912104056,699.4681428925154,699.4676188891722,441.5841636794266,434.222203901361,425.3847950402571,415.7142211328587,405.88025740452787,396.5351928204883,388.275131983027,381.6091084817403,376.9362537896486,374.5303115066727
17.925,3.3374894718,15226.987391227201,216.65,91132.83086142677,2604049.4343661396,1,79564.12590130574,375.22055274992204,-1624.408806399058,77939.71709490668,262.14391545847195,653.5967544939235,699.2957627697052,699.2982876419396,441.5504651363844,434.19785345855684,425.3710446926243,415.7115245881015,405.8883260737805,396.5530994510709,388.3014395767139,381.64200324147504,376.97366634532057,374.5700185766254
17.93,3.3368935218,15231.9042724272,216.65,91030.01901755796,2601576.209851028,1,79456.09913012528,374.9288362886255,-1623.8830142467884,77832.21611587849,262.1359030224006,653.4399493007063,699.1234134247488,699.1237253103802,441.5168016531382,434.173523678364,425.35730183287006,415.7088232805458,405.8963794398867,396.57098236579407,388.3277172359476,381.67486384884285,377.0110422085079,374.60968777848797
17.935,3.3362975718000003,15236.8211536272,216.65,90927.31746911684,2599105.254502339,1,79347.8916816058,374.63742553116964,-1623.3578592007711,77724.53382240504,262.1279994487718,653.282330336932,698.9510948576464,698.94824702044,441.4831712723924,434.1492145809576,425.3435664762447,415.70611723841847,405.9044175379604,396.58884160086893,388.3539649937469,381.7076903315336,377.0483814017301,374.6493191316624
17.94,3.3357016217999997,15241.738034827202,216.65,90824.72610244711,2596636.566286908,1,79242.36608846294,374.345379347679,-1622.8333345045714,77619.53275395837,262.1191539511086,653.1320744525715,698.7788070683974,698.7810563438112,441.44957358519633,434.12492615379574,425.32983863829406,415.7034064898458,405.91244040302007,396.60667719243594,388.3801828830952,381.7404827172399,377.08568394754076,374.68891265560205
17.945,3.3351056718,15246.6549160272,216.65,90722.24480400601,2594170.1431733626,1,79134.86408361766,374.0542278401804,-1622.3094837689166,77512.55459984875,262.1110753751114,652.9758821281075,698.6065500570026,698.6071838356935,441.41601140949854,434.1006583782578,425.31611833430804,415.7006910628603,405.9204480699888,396.62448917656485,388.40637093694073,381.7732410336567,377.12294986852686,374.72846836981137
17.95,3.3345097218,15251.5717972272,216.65,90619.87346036415,2591705.9831321198,1,79027.53012570887,373.76326686047275,-1621.7862680652254,77405.74385764364,262.10297742013756,652.8198736212231,698.4343238234616,698.4335182226237,441.38248227583404,434.0764112830968,425.30240557922724,415.69797098539783,405.92844057369507,396.642277589255,388.4325291881966,381.8059653084815,377.1601791873089,374.7679862938458
17.955000000000002,3.3339137718,15256.488678427202,216.65,90517.61195820528,2589244.084135383,1,78922.18853240149,373.471895898679,-1621.2636867783576,77300.92484562313,262.0941877264707,652.6692739842744,698.2621283677743,698.2659407180148,441.3489861685275,434.05218485560795,425.28870038843456,415.6952462852936,405.93641794887276,396.66004246643547,388.4586576697407,381.8386555694141,377.1973719265407,374.8074664473113
17.96,3.3333178217999997,15261.405559627201,216.65,90415.46018432628,2586784.4441571403,1,78814.33485325678,373.18159618322886,-1620.741771303049,77193.59308195373,262.08636532626105,652.5111887351165,698.0899636899409,698.0899375735261,441.31552512431074,434.02797908350095,425.27500277705497,415.6925169902911,405.9443802301617,396.6777838439653,388.4847564144159,381.87131184415625,377.23452810890893,374.8469088498641
17.965,3.3327218718,15266.322440827202,216.65,90313.41802563715,2584327.06117317,1,78708.59991240242,372.8908447103265,-1620.2204734632649,77088.37943893916,262.0778036306504,652.3588790806866,697.9178297899615,697.9204353479938,441.28209607855695,434.00379398875447,425.26131275996914,415.68978312803944,405.952327452108,396.69550175763356,388.51082545502993,381.90393416041206,377.27164775713305,374.8863135212106
17.97,3.3321259218,15271.2393220272,216.65,90211.48536916074,2581871.93316103,1,78599.45972603238,372.6014592180282,-1619.6998271346752,76979.7598988977,262.070542342533,652.1965055944428,697.7457266678358,697.7396053693785,441.2487012273112,433.9796295422895,425.2476303523857,415.68704472609073,405.96025964916447,396.71319624315964,388.53686482435546,381.9365225458875,377.30873089396505,374.92568048110667
