Time (sec),Mach Number,Altitude (m),Altitude (ft)
34.62,2.712161855,20742.37201,68052.40161
34.63,2.711737899,20749.49547,68075.77254
34.64,2.711313957,20756.61893,68099.14347
34.65,2.71089003,20763.74239,68122.5144
34.66,2.710466118,20770.86585,68145.88533
34.67,2.710042221,20777.98931,68169.25626
34.68,2.709618338,20785.11277,68192.6272
34.69,2.70919447,20792.23623,68215.99813
34.7,2.708770616,20799.35969,68239.36906
34.71,2.708346777,20806.48315,68262.73999
34.72,2.707922953,20813.60661,68286.11092
34.73,2.707499143,20820.73007,68309.48185
34.74,2.707075348,20827.85353,68332.85278
34.75,2.706651567,20834.97699,68356.22372
34.76,2.706227801,20842.10045,68379.59465
34.77,2.70580405,20849.22391,68402.96558
34.78,2.705380313,20856.34737,68426.33651
34.79,2.704956591,20863.47083,68449.70744
34.8,2.704532883,20870.59429,68473.07837
34.81,2.70410919,20877.71775,68496.44931
34.82,2.703685512,20884.84121,68519.82024
34.83,2.703261848,20891.96467,68543.19117
34.84,2.702838199,20899.08813,68566.5621
34.85,2.702414564,20906.21159,68589.93303
34.86,2.701990944,20913.33505,68613.30396
34.87,2.701567339,20920.45851,68636.6749
34.88,2.701143748,20927.58197,68660.04583
34.89,2.700720172,20934.70543,68683.41676
34.9,2.70029661,20941.82889,68706.78769
34.91,2.699873063,20948.95235,68730.15862
34.92,2.69944953,20956.07581,68753.52955
34.93,2.699026013,20963.19927,68776.90049
34.94,2.698602509,20970.32273,68800.27142
34.95,2.698179021,20977.44619,68823.64235
34.96,2.697755546,20984.56965,68847.01328
34.97,2.697332087,20991.69311,68870.38421
34.98,2.696908642,20998.81657,68893.75514
34.99,2.696485212,21005.94003,68917.12608
35,2.696061796,21013.06349,68940.49701
35.01,2.695638395,21020.18695,68963.86794
35.02,2.695215008,21027.31041,68987.23887
35.03,2.694791636,21034.43387,69010.6098
35.04,2.694368278,21041.55733,69033.98073
35.05,2.693944936,21048.68079,69057.35167
35.06,2.693521607,21055.80425,69080.7226
35.07,2.693098293,21062.92771,69104.09353
35.08,2.692674994,21070.05117,69127.46446
35.09,2.69225171,21077.17463,69150.83539
35.1,2.69182844,21084.29809,69174.20632
35.11,2.691405184,21091.42155,69197.57726
35.12,2.69096455,21098.54501,69220.94819
35.13,2.690514488,21105.66847,69244.31912
35.14,2.690064441,21112.79193,69267.69005
35.15,2.689614409,21119.91539,69291.06098
35.16,2.689164393,21127.03885,69314.43191
35.17,2.688714392,21134.16231,69337.80285
35.18,2.688264407,21141.28577,69361.17378
35.19,2.687814437,21148.40923,69384.54471
35.2,2.687364483,21155.53269,69407.91564
35.21,2.686914544,21162.65615,69431.28657
35.22,2.68646462,21169.77961,69454.6575
35.23,2.686014712,21176.90307,69478.02844
35.24,2.685564819,21184.02653,69501.39937
35.25,2.685114942,21191.14999,69524.7703
35.26,2.68466508,21198.27345,69548.14123
35.27,2.684215234,21205.39691,69571.51216
35.28,2.683765403,21212.52037,69594.88309
35.29,2.683315587,21219.64383,69618.25403
35.3,2.682865787,21226.76729,69641.62496
35.31,2.682416002,21233.89075,69664.99589
35.32,2.681966233,21241.01421,69688.36682
35.33,2.681516479,21248.13767,69711.73775
35.34,2.68106674,21255.26113,69735.10868
35.35,2.680617017,21262.38459,69758.47962
35.36,2.68016731,21269.50805,69781.85055
35.37,2.679717618,21276.63151,69805.22148
35.38,2.679267941,21283.75497,69828.59241
35.39,2.678818279,21290.87843,69851.96334
35.4,2.678368458,21298.03047,69875.42806
35.41,2.677918567,21305.19633,69898.9381
35.42,2.677468691,21312.36219,69922.44815
35.43,2.677018831,21319.52806,69945.95819
35.44,2.676568987,21326.69392,69969.46823
35.45,2.676119158,21333.85978,69992.97828
35.46,2.675669344,21341.02564,70016.48832
35.47,2.675219546,21348.1915,70039.99837
35.48,2.674769764,21355.35736,70063.50841
35.49,2.674319997,21362.52323,70087.01846
35.5,2.673870246,21369.68909,70110.5285
35.51,2.67342051,21376.85495,70134.03855
35.52,2.672970789,21384.02081,70157.54859
35.53,2.672521084,21391.18667,70181.05863
35.54,2.672071395,21398.35253,70204.56868
35.55,2.671621721,21405.51839,70228.07872
35.56,2.671172063,21412.68426,70251.58877
35.57,2.67072242,21419.85012,70275.09881
35.58,2.670272792,21427.01598,70298.60886
35.59,2.66982318,21434.18184,70322.1189
35.6,2.669373584,21441.3477,70345.62894
35.61,2.668924003,21448.51356,70369.13899
35.62,2.668474438,21455.67943,70392.64903
35.63,2.668024888,21462.84529,70416.15908
35.64,2.667575353,21470.01115,70439.66912
35.65,2.667125834,21477.17701,70463.17917
35.66,2.666676331,21484.34287,70486.68921
35.67,2.666226843,21491.50873,70510.19925
35.68,2.66577737,21498.67459,70533.7093
35.69,2.665327913,21505.84046,70557.21934
35.7,2.664878471,21513.00632,70580.72939
35.71,2.664429045,21520.17218,70604.23943
35.72,2.663979635,21527.33804,70627.74948
35.73,2.66353024,21534.5039,70651.25952
35.74,2.66308086,21541.66976,70674.76956
35.75,2.662631496,21548.83562,70698.27961
35.76,2.662182147,21556.00149,70721.78965
35.77,2.661732814,21563.16735,70745.2997
35.78,2.661283496,21570.33321,70768.80974
35.79,2.660834194,21577.49907,70792.31979
35.8,2.660384907,21584.66493,70815.82983
35.81,2.659935636,21591.83079,70839.33988
35.82,2.65948638,21598.99666,70862.84992
35.83,2.65903714,21606.16252,70886.35996
35.84,2.658587915,21613.32838,70909.87001
35.85,2.658138705,21620.49424,70933.38005
35.86,2.657689511,21627.6601,70956.8901
35.87,2.657240333,21634.82596,70980.40014
35.88,2.65679117,21641.99182,71003.91019
35.89,2.656342022,21649.15769,71027.42023
35.9,2.65589289,21656.32355,71050.93027
35.91,2.655443773,21663.48941,71074.44032
35.92,2.654994672,21670.65527,71097.95036
35.93,2.654545586,21677.82113,71121.46041
35.94,2.654096516,21684.98699,71144.97045
35.95,2.653647461,21692.15286,71168.4805
35.96,2.653198421,21699.31872,71191.99054
35.97,2.652749397,21706.48458,71215.50058
35.98,2.652300389,21713.65044,71239.01063
35.99,2.651851396,21720.8163,71262.52067
36,2.651402418,21727.98216,71286.03072
36.01,2.650953456,21735.14802,71309.54076
36.02,2.650504509,21742.31389,71333.05081
36.03,2.650055578,21749.47975,71356.56085
36.04,2.649606662,21756.64561,71380.0709
36.05,2.649157762,21763.81147,71403.58094
36.06,2.648708877,21770.97733,71427.09098
36.07,2.648260007,21778.14319,71450.60103
36.08,2.647811153,21785.30905,71474.11107
36.09,2.647362314,21792.47492,71497.62112
36.1,2.646913491,21799.64078,71521.13116
36.11,2.646464683,21806.80664,71544.64121
36.12,2.646015891,21813.9725,71568.15125
36.13,2.645567114,21821.13836,71591.66129
36.14,2.645118353,21828.30422,71615.17134
36.15,2.644669607,21835.47009,71638.68138
36.16,2.644220876,21842.63595,71662.19143
36.17,2.643772161,21849.80181,71685.70147
36.18,2.643323461,21856.96767,71709.21152
36.19,2.642874777,21864.13353,71732.72156
36.2,2.642426108,21871.29939,71756.2316
36.21,2.641977454,21878.46525,71779.74165
36.22,2.641528816,21885.63112,71803.25169
36.23,2.641080193,21892.79698,71826.76174
36.24,2.640631586,21899.96284,71850.27178
36.25,2.640182994,21907.1287,71873.78183
36.26,2.639734418,21914.29456,71897.29187
36.27,2.639285857,21921.46042,71920.80191
36.28,2.638837311,21928.62629,71944.31196
36.29,2.638388781,21935.79215,71967.822
36.3,2.637940266,21942.95801,71991.33205
36.31,2.637491767,21950.12387,72014.84209
36.32,2.637043283,21957.28973,72038.35214
36.33,2.636594815,21964.45559,72061.86218
36.34,2.636146362,21971.62145,72085.37223
36.35,2.635697924,21978.78732,72108.88227
36.36,2.635249502,21985.95318,72132.39231
36.37,2.634801095,21993.11904,72155.90236
36.38,2.634352703,22000.2849,72179.4124
36.39,2.633904327,22007.45076,72202.92245
36.4,2.633455966,22014.61662,72226.43249
36.41,2.633007621,22021.78248,72249.94254
36.42,2.632559291,22028.94835,72273.45258
36.43,2.632110977,22036.11421,72296.96262
36.44,2.631662678,22043.28007,72320.47267
36.45,2.631214394,22050.44593,72343.98271
36.46,2.630766126,22057.61179,72367.49276
36.47,2.630317873,22064.77765,72391.0028
36.48,2.629869635,22071.94352,72414.51285
36.49,2.629421413,22079.10938,72438.02289
36.5,2.628973206,22086.27524,72461.53293
36.51,2.628525015,22093.4411,72485.04298
36.52,2.628076839,22100.60696,72508.55302
36.53,2.627628678,22107.77282,72532.06307
36.54,2.627180533,22114.93868,72555.57311
36.55,2.626732403,22122.10455,72579.08316
36.56,2.626284289,22129.27041,72602.5932
36.57,2.62583619,22136.43627,72626.10324
36.58,2.625388106,22143.60213,72649.61329
36.59,2.624940038,22150.76799,72673.12333
36.6,2.624491985,22157.93385,72696.63338
36.61,2.624043948,22165.09972,72720.14342
36.62,2.623595925,22172.26558,72743.65347
36.63,2.623147919,22179.43144,72767.16351
36.64,2.622699927,22186.5973,72790.67356
36.65,2.622251951,22193.76316,72814.1836
36.66,2.621803991,22200.92902,72837.69364
36.67,2.621356045,22208.09488,72861.20369
36.68,2.620908115,22215.26075,72884.71373
36.69,2.620460201,22222.42661,72908.22378
36.7,2.620012302,22229.59247,72931.73382
36.71,2.619564418,22236.75833,72955.24387
36.72,2.619116549,22243.92419,72978.75391
36.73,2.618668696,22251.09005,73002.26395
36.74,2.618220859,22258.25591,73025.774
36.75,2.617773036,22265.42178,73049.28404
36.76,2.617325229,22272.58764,73072.79409
36.77,2.616877438,22279.7535,73096.30413
36.78,2.616429661,22286.91936,73119.81418
36.79,2.6159819,22294.08522,73143.32422
36.8,2.615534155,22301.25108,73166.83426
36.81,2.615086425,22308.41695,73190.34431
36.82,2.61463871,22315.58281,73213.85435
36.83,2.61419101,22322.74867,73237.3644
36.84,2.613743326,22329.91453,73260.87444
36.85,2.613295657,22337.08039,73284.38449
36.86,2.612848004,22344.24625,73307.89453
36.87,2.612400366,22351.41211,73331.40457
36.88,2.611952743,22358.57798,73354.91462
36.89,2.611505135,22365.74384,73378.42466
36.9,2.611057543,22372.9097,73401.93471
36.91,2.610609966,22380.07556,73425.44475
36.92,2.610162405,22387.24142,73448.9548
36.93,2.609714859,22394.40728,73472.46484
36.94,2.609267328,22401.57315,73495.97489
36.95,2.608819813,22408.73901,73519.48493
36.96,2.608372313,22415.90487,73542.99497
36.97,2.607924828,22423.07073,73566.50502
36.98,2.607477359,22430.23659,73590.01506
36.99,2.607029905,22437.40245,73613.52511
37,2.606582466,22444.56831,73637.03515
37.01,2.606135043,22451.73418,73660.5452
37.02,2.605687634,22458.90004,73684.05524
37.03,2.605240242,22466.0659,73707.56528
37.04,2.604792864,22473.23176,73731.07533
37.05,2.604345502,22480.39762,73754.58537
37.06,2.603898155,22487.56348,73778.09542
37.07,2.603450824,22494.72934,73801.60546
37.08,2.603003508,22501.89521,73825.11551
37.09,2.602556207,22509.06107,73848.62555
37.1,2.602108922,22516.22693,73872.13559
37.11,2.601661652,22523.39279,73895.64564
37.12,2.601214397,22530.55865,73919.15568
37.13,2.600767157,22537.72451,73942.66573
37.14,2.600319933,22544.89038,73966.17577
37.15,2.599872724,22552.05624,73989.68582
37.16,2.599425531,22559.2221,74013.19586
37.17,2.598978352,22566.38796,74036.70591
37.18,2.598531189,22573.55382,74060.21595
37.19,2.598084042,22580.71968,74083.72599
37.2,2.59763691,22587.88554,74107.23604
37.21,2.597189792,22595.05141,74130.74608
37.22,2.596742691,22602.21727,74154.25613
37.23,2.596295604,22609.38313,74177.76617
37.24,2.595848533,22616.54899,74201.27622
37.25,2.595401478,22623.71485,74224.78626
37.26,2.594954437,22630.88071,74248.2963
37.27,2.594507412,22638.04658,74271.80635
37.28,2.594060402,22645.21244,74295.31639
37.29,2.593613407,22652.3783,74318.82644
37.3,2.593166428,22659.54416,74342.33648
37.31,2.592719464,22666.71002,74365.84653
37.32,2.592272515,22673.87588,74389.35657
37.33,2.591825582,22681.04174,74412.86661
37.34,2.591378664,22688.20761,74436.37666
37.35,2.590931761,22695.37347,74459.8867
37.36,2.590484874,22702.53933,74483.39675
37.37,2.590038001,22709.70519,74506.90679
37.38,2.589591144,22716.87105,74530.41684
37.39,2.589144303,22724.03691,74553.92688
37.4,2.588697476,22731.20277,74577.43692
37.41,2.588250665,22738.36864,74600.94697
37.42,2.587801093,22746.0052,74626.00132
37.43,2.587347813,22754.2735,74653.12829
37.44,2.586894551,22762.54181,74680.25527
37.45,2.586441307,22770.81011,74707.38224
37.46,2.58598808,22779.07841,74734.50922
37.47,2.585581791,22787.34671,74761.63619
37.48,2.585182531,22795.61501,74788.76317
37.49,2.584783286,22803.88331,74815.89014
37.5,2.584384058,22812.15162,74843.01711
37.51,2.583984845,22820.41992,74870.14409
37.52,2.583585649,22828.68822,74897.27106
37.53,2.583186468,22836.95652,74924.39804
37.54,2.582787303,22845.22482,74951.52501
37.55,2.582388154,22853.49313,74978.65199
37.56,2.581989022,22861.76143,75005.77896
37.57,2.581589905,22870.02973,75032.90593
37.58,2.581190804,22878.29803,75060.03291
37.59,2.580791719,22886.56633,75087.15988
37.6,2.58039265,22894.83463,75114.28686
37.61,2.579993597,22903.10294,75141.41383
37.62,2.57959456,22911.37124,75168.54081
37.63,2.579195539,22919.63954,75195.66778
37.64,2.578796534,22927.90784,75222.79475
37.65,2.578397544,22936.17614,75249.92173
37.66,2.577998571,22944.44444,75277.0487
37.67,2.577599614,22952.71275,75304.17568
37.68,2.577200672,22960.98105,75331.30265
37.69,2.576801747,22969.24935,75358.42962
37.7,2.576402837,22977.51765,75385.5566
37.71,2.576003943,22985.78595,75412.68357
37.72,2.575605066,22994.05425,75439.81055
37.73,2.575206204,23002.32256,75466.93752
37.74,2.574807358,23010.59086,75494.0645
37.75,2.574408528,23018.85916,75521.19147
37.76,2.574009714,23027.12746,75548.31844
37.77,2.573610916,23035.39576,75575.44542
37.78,2.573212133,23043.66407,75602.57239
37.79,2.572813367,23051.93237,75629.69937
37.8,2.572414617,23060.20067,75656.82634
37.81,2.572015882,23068.46897,75683.95332
37.82,2.571617164,23076.73727,75711.08029
37.83,2.571218461,23085.00557,75738.20726
37.84,2.570819775,23093.27388,75765.33424
37.85,2.570421104,23101.54218,75792.46121
37.86,2.570022449,23109.81048,75819.58819
37.87,2.56962381,23118.07878,75846.71516
37.88,2.569225187,23126.34708,75873.84214
37.89,2.56882658,23134.61538,75900.96911
37.9,2.568427988,23142.88369,75928.09608
37.91,2.568029413,23151.15199,75955.22306
37.92,2.567630854,23159.42029,75982.35003
37.93,2.56723231,23167.68859,76009.47701
37.94,2.566833782,23175.95689,76036.60398
37.95,2.566435271,23184.2252,76063.73096
37.96,2.566036775,23192.4935,76090.85793
37.97,2.565638295,23200.7618,76117.9849
37.98,2.565239831,23209.0301,76145.11188
37.99,2.564841383,23217.2984,76172.23885
38,2.56444295,23225.5667,76199.36583
38.01,2.564044534,23233.83501,76226.4928
38.02,2.563646133,23242.10331,76253.61977
38.03,2.563247749,23250.37161,76280.74675
38.04,2.56284938,23258.63991,76307.87372
38.05,2.562451027,23266.90821,76335.0007
38.06,2.56205269,23275.17651,76362.12767
38.07,2.561654369,23283.44482,76389.25465
38.08,2.561256064,23291.71312,76416.38162
38.09,2.560857774,23299.98142,76443.50859
38.1,2.560459501,23308.24972,76470.63557
38.11,2.560061243,23316.51802,76497.76254
38.12,2.559663002,23324.78632,76524.88952
38.13,2.559264776,23333.05463,76552.01649
38.14,2.558866566,23341.32293,76579.14347
38.15,2.558468372,23349.59123,76606.27044
38.16,2.558070194,23357.85953,76633.39741
38.17,2.557672031,23366.12783,76660.52439
38.18,2.557273885,23374.39614,76687.65136
38.19,2.556875754,23382.66444,76714.77834
38.2,2.556477639,23390.93274,76741.90531
38.21,2.55607954,23399.20104,76769.03229
38.22,2.555681457,23407.46934,76796.15926
38.23,2.55528339,23415.73764,76823.28623
38.24,2.554885339,23424.00595,76850.41321
38.25,2.554487303,23432.27425,76877.54018
38.26,2.554089284,23440.54255,76904.66716
38.27,2.55369128,23448.81085,76931.79413
38.28,2.553293292,23457.07915,76958.9211
38.29,2.55289532,23465.34745,76986.04808
38.3,2.552497364,23473.61576,77013.17505
38.31,2.552099423,23481.88406,77040.30203
38.32,2.551701499,23490.15236,77067.429
38.33,2.55130359,23498.42066,77094.55598
38.34,2.550905697,23506.68896,77121.68295
38.35,2.55050782,23514.95726,77148.80992
38.36,2.550109959,23523.22557,77175.9369
38.37,2.549712114,23531.49387,77203.06387
38.38,2.549314284,23539.76217,77230.19085
38.39,2.548916471,23548.03047,77257.31782
38.4,2.548518673,23556.29877,77284.4448
38.41,2.548120891,23564.56708,77311.57177
38.42,2.547723125,23572.83538,77338.69874
38.43,2.547325375,23581.10368,77365.82572
38.44,2.54692764,23589.37198,77392.95269
38.45,2.546529922,23597.64028,77420.07967
38.46,2.546132219,23605.90858,77447.20664
38.47,2.545734532,23614.17689,77474.33362
38.48,2.545336861,23622.44519,77501.46059
38.49,2.544939205,23630.71349,77528.58756
38.5,2.544541566,23638.98179,77555.71454
38.51,2.544143942,23647.25009,77582.84151
38.52,2.543746334,23655.51839,77609.96849
38.53,2.543348742,23663.7867,77637.09546
38.54,2.542951166,23672.055,77664.22243
38.55,2.542553605,23680.3233,77691.34941
38.56,2.542156061,23688.5916,77718.47638
38.57,2.541758532,23696.8599,77745.60336
38.58,2.541361019,23705.12821,77772.73033
38.59,2.540963522,23713.39651,77799.85731
38.6,2.540566041,23721.66481,77826.98428
38.61,2.540168575,23729.93311,77854.11125
38.62,2.539771125,23738.20141,77881.23823
38.63,2.539373691,23746.46971,77908.3652
38.64,2.538976273,23754.73802,77935.49218
38.65,2.538578871,23763.00632,77962.61915
38.66,2.538181484,23771.27462,77989.74613
38.67,2.537784114,23779.54292,78016.8731
38.68,2.537386759,23787.81122,78044.00007
38.69,2.536989419,23796.07952,78071.12705
38.7,2.536592096,23804.34783,78098.25402
38.71,2.536194789,23812.61613,78125.381
38.72,2.535797497,23820.88443,78152.50797
38.73,2.535400221,23829.15273,78179.63495
38.74,2.535002961,23837.42103,78206.76192
38.75,2.534605716,23845.68933,78233.88889
38.76,2.534208488,23853.95764,78261.01587
38.77,2.533811275,23862.22594,78288.14284
38.78,2.533414078,23870.49424,78315.26982
38.79,2.533016896,23878.76254,78342.39679
38.8,2.532619731,23887.03084,78369.52376
38.81,2.532222581,23895.29915,78396.65074
38.82,2.531825447,23903.56745,78423.77771
38.83,2.531428329,23911.83575,78450.90469
38.84,2.531031227,23920.10405,78478.03166
38.85,2.53063414,23928.37235,78505.15864
38.86,2.530237069,23936.64065,78532.28561
38.87,2.529840014,23944.90896,78559.41258
38.88,2.529442975,23953.17726,78586.53956
38.89,2.529045952,23961.44556,78613.66653
38.9,2.528648944,23969.71386,78640.79351
38.91,2.528251952,23977.98216,78667.92048
38.92,2.527854976,23986.25046,78695.04746
38.93,2.527458015,23994.51877,78722.17443
38.94,2.527061071,24002.78707,78749.3014
38.95,2.526664142,24011.05537,78776.42838
38.96,2.526267229,24019.32367,78803.55535
38.97,2.525870331,24027.59197,78830.68233
38.98,2.525473449,24035.86027,78857.8093
38.99,2.525076584,24044.12858,78884.93628
39,2.524679733,24052.39688,78912.06325
39.01,2.524282899,24060.66518,78939.19022
39.02,2.52388608,24068.93348,78966.3172
39.03,2.523489278,24077.20178,78993.44417
39.04,2.52309249,24085.47009,79020.57115
39.05,2.522695719,24093.73839,79047.69812
39.06,2.522298963,24102.00669,79074.8251
39.07,2.521902224,24110.27499,79101.95207
39.08,2.521505499,24118.54329,79129.07904
39.09,2.521108791,24126.81159,79156.20602
39.1,2.520712098,24135.0799,79183.33299
39.11,2.520326033,24141.48891,79204.35995
39.12,2.519941323,24147.66258,79224.61476
39.13,2.519556624,24153.83624,79244.86957
39.14,2.519171936,24160.00991,79265.12438
39.15,2.518787259,24166.18357,79285.37918
39.16,2.518402594,24172.35724,79305.63399
39.17,2.518017939,24178.53091,79325.8888
39.18,2.517633297,24184.70457,79346.1436
39.19,2.517248665,24190.87824,79366.39841
39.2,2.516864044,24197.0519,79386.65322
39.21,2.516479435,24203.22557,79406.90803
39.22,2.516094837,24209.39923,79427.16283
39.23,2.515710251,24215.5729,79447.41764
39.24,2.515325675,24221.74656,79467.67245
39.25,2.514941111,24227.92023,79487.92726
39.26,2.514556558,24234.09389,79508.18206
39.27,2.514172016,24240.26756,79528.43687
39.28,2.513787486,24246.44122,79548.69168
39.29,2.513402966,24252.61489,79568.94649
39.3,2.513018458,24258.78855,79589.20129
39.31,2.512633962,24264.96222,79609.4561
39.32,2.512249476,24271.13589,79629.71091
39.33,2.511865002,24277.30955,79649.96572
39.34,2.511480539,24283.48322,79670.22052
39.35,2.511096087,24289.65688,79690.47533
39.36,2.510711646,24295.83055,79710.73014
39.37,2.510327217,24302.00421,79730.98495
39.38,2.509942799,24308.17788,79751.23975
39.39,2.509558392,24314.35154,79771.49456
39.4,2.509173996,24320.52521,79791.74937
39.41,2.508789612,24326.69887,79812.00418
39.42,2.508405238,24332.87254,79832.25898
39.43,2.508020876,24339.0462,79852.51379
39.44,2.507636526,24345.21987,79872.7686
39.45,2.507252186,24351.39353,79893.02341
39.46,2.506867858,24357.5672,79913.27821
39.47,2.506483541,24363.74086,79933.53302
39.48,2.506099235,24369.91453,79953.78783
39.49,2.50571494,24376.0882,79974.04264
39.5,2.505330657,24382.26186,79994.29744
39.51,2.504946384,24388.43553,80014.55225
39.52,2.504562123,24394.60919,80034.80706
39.53,2.504177874,24400.78286,80055.06186
39.54,2.503793635,24406.95652,80075.31667
39.55,2.503409408,24413.13019,80095.57148
39.56,2.503025192,24419.30385,80115.82629
39.57,2.502640987,24425.47752,80136.08109
39.58,2.502256793,24431.65118,80156.3359
39.59,2.50187261,24437.82485,80176.59071
39.6,2.501488439,24443.99851,80196.84552
39.61,2.501104279,24450.17218,80217.10032
39.62,2.50072013,24456.34584,80237.35513
39.63,2.500335993,24462.51951,80257.60994
39.64,2.499951866,24468.69317,80277.86475
39.65,2.499567751,24474.86684,80298.11955
39.66,2.499183647,24481.04051,80318.37436
39.67,2.498799554,24487.21417,80338.62917
39.68,2.498415473,24493.38784,80358.88398
39.69,2.498031403,24499.5615,80379.13878
39.7,2.497647343,24505.73517,80399.39359
39.71,2.497263295,24511.90883,80419.6484
39.72,2.496879259,24518.0825,80439.90321
39.73,2.496495233,24524.25616,80460.15801
39.74,2.496111219,24530.42983,80480.41282
39.75,2.495727216,24536.60349,80500.66763
39.76,2.495343224,24542.77716,80520.92244
39.77,2.494959243,24548.95082,80541.17724
39.78,2.494575274,24555.12449,80561.43205
39.79,2.494191315,24561.29815,80581.68686
39.8,2.493807368,24567.47182,80601.94167
39.81,2.493423432,24573.64548,80622.19647
39.82,2.493039508,24579.81915,80642.45128
39.83,2.492655594,24585.99282,80662.70609
39.84,2.492271692,24592.16648,80682.9609
39.85,2.491887801,24598.34015,80703.2157
39.86,2.491503921,24604.51381,80723.47051
39.87,2.491120052,24610.68748,80743.72532
39.88,2.490736195,24616.86114,80763.98012
39.89,2.490352348,24623.03481,80784.23493
39.9,2.489968513,24629.20847,80804.48974
39.91,2.489584689,24635.38214,80824.74455
39.92,2.489200877,24641.5558,80844.99935
39.93,2.488817075,24647.72947,80865.25416
39.94,2.488433285,24653.90313,80885.50897
39.95,2.488049506,24660.0768,80905.76378
39.96,2.487665738,24666.25046,80926.01858
39.97,2.487281981,24672.42413,80946.27339
39.98,2.486898235,24678.5978,80966.5282
39.99,2.486514501,24684.77146,80986.78301
40,2.486130778,24690.94513,81007.03781
40.01,2.485747066,24697.11879,81027.29262
40.02,2.485363365,24703.29246,81047.54743
40.03,2.484979675,24709.46612,81067.80224
40.04,2.484595997,24715.63979,81088.05704
40.05,2.484212329,24721.81345,81108.31185
40.06,2.483828673,24727.98712,81128.56666
40.07,2.483445028,24734.16078,81148.82147
40.08,2.483061395,24740.33445,81169.07627
40.09,2.482677772,24746.50811,81189.33108
40.1,2.482294161,24752.68178,81209.58589
40.11,2.48191056,24758.85544,81229.8407
40.12,2.481526971,24765.02911,81250.0955
40.13,2.481143393,24771.20277,81270.35031
40.14,2.480759827,24777.37644,81290.60512
40.15,2.480376271,24783.55011,81310.85993
40.16,2.479992727,24789.72377,81331.11473
40.17,2.479609194,24795.89744,81351.36954
40.18,2.479213974,24802.0711,81371.62435
40.19,2.478818431,24808.24477,81391.87916
40.2,2.478422899,24814.41843,81412.13396
40.21,2.478027378,24820.5921,81432.38877
40.22,2.477631869,24826.76576,81452.64358
40.23,2.477236372,24832.93943,81472.89838
40.24,2.476840886,24839.11309,81493.15319
40.25,2.476445411,24845.28676,81513.408
40.26,2.476049948,24851.46042,81533.66281
40.27,2.475654497,24857.63409,81553.91761
40.28,2.475259057,24863.80775,81574.17242
40.29,2.474863628,24869.98142,81594.42723
40.3,2.474468211,24876.15508,81614.68204
40.31,2.474072806,24882.32875,81634.93684
40.32,2.473677412,24888.50242,81655.19165
40.33,2.473282029,24894.67608,81675.44646
40.34,2.472886658,24900.84975,81695.70127
40.35,2.472491299,24907.02341,81715.95607
40.36,2.472095951,24913.19708,81736.21088
40.37,2.471700614,24919.37074,81756.46569
40.38,2.471305289,24925.54441,81776.7205
40.39,2.470909976,24931.71807,81796.9753
40.4,2.470514674,24937.89174,81817.23011
40.41,2.470119383,24944.0654,81837.48492
40.42,2.469724104,24950.23907,81857.73973
40.43,2.469328837,24956.41273,81877.99453
40.44,2.468933581,24962.5864,81898.24934
40.45,2.468538336,24968.76006,81918.50415
40.46,2.468143103,24974.93373,81938.75896
40.47,2.467747882,24981.1074,81959.01376
40.48,2.467352672,24987.28106,81979.26857
40.49,2.466957473,24993.45473,81999.52338
40.5,2.466562286,24999.62839,82019.77819
40.51,2.46616711,25005.80206,82040.03299
40.52,2.465771946,25011.97572,82060.2878
40.53,2.465376794,25018.14939,82080.54261
40.54,2.464981652,25024.32305,82100.79742
40.55,2.464586523,25030.49672,82121.05222
40.56,2.464191405,25036.67038,82141.30703
40.57,2.463796298,25042.84405,82161.56184
40.58,2.463401203,25049.01771,82181.81664
40.59,2.463006119,25055.19138,82202.07145
40.6,2.462611047,25061.36504,82222.32626
40.61,2.462215986,25067.53871,82242.58107
40.62,2.461820936,25073.71237,82262.83587
40.63,2.461425899,25079.88604,82283.09068
40.64,2.461030872,25086.05971,82303.34549
40.65,2.460635857,25092.23337,82323.6003
40.66,2.460240854,25098.40704,82343.8551
40.67,2.459845862,25104.5807,82364.10991
40.68,2.459450881,25110.75437,82384.36472
40.69,2.459055912,25116.92803,82404.61953
40.7,2.458660955,25123.1017,82424.87433
40.71,2.458266009,25129.27536,82445.12914
40.72,2.457871074,25135.44903,82465.38395
40.73,2.457476151,25141.62269,82485.63876
40.74,2.457081239,25147.79636,82505.89356
40.75,2.456686339,25153.97002,82526.14837
40.76,2.456291451,25160.14369,82546.40318
40.77,2.455896573,25166.31735,82566.65799
40.78,2.455501708,25172.49102,82586.91279
40.79,2.455106853,25178.66468,82607.1676
40.8,2.45471201,25184.83835,82627.42241
40.81,2.454317179,25191.01202,82647.67722
40.82,2.453922359,25197.18568,82667.93202
40.83,2.453527551,25203.35935,82688.18683
40.84,2.453132754,25209.53301,82708.44164
40.85,2.452737968,25215.70668,82728.69645
40.86,2.452343194,25221.88034,82748.95125
40.87,2.451948431,25228.05401,82769.20606
40.88,2.45155368,25234.22767,82789.46087
40.89,2.45115894,25240.40134,82809.71568
40.9,2.450764212,25246.575,82829.97048
40.91,2.450369495,25252.74867,82850.22529
40.92,2.44997479,25258.92233,82870.4801
40.93,2.449580096,25265.096,82890.7349
40.94,2.449185414,25271.26966,82910.98971
40.95,2.448790743,25277.44333,82931.24452
40.96,2.448396083,25283.61699,82951.49933
40.97,2.448001435,25289.79066,82971.75413
